"x"
"1" "남친이랑 만난지 220일 됬고 부모님 얼굴도 몇번봤는데요 다음주에 설이라서 남자친구 부모님께 설선물 해드리고싶은데 뭐가좋을까요? 추천좀 해주세요 (해드리는게 좋겠조?)"
"146" "사립학교 교직원입니다 이사장님께 설선물을 하려하는데 김영란법에 걸리나요"
"147" "안녕하세요 이번 설선물로 스페쉬를 생각하고 있는데요지금 스페쉬 행사라고 해서 반값이 있던데 어떤가 해서 문의 드립니다주로 스페쉬는 비타민만 이용했었고 다른건 몰랐거든요홍삼정이라고 반값 하던데 어떤가요 스페쉬에서 괜찮은건가요?"
"148" "설선물추천해주세요ㅠ 설선물 계속 생각하고 있는데요설선물 어떤걸 해야 될지 모르겠네요..주변사람들한테 설선물추천 받아도제 맘에 안드는 설선물추천만 들어오더라고요ㅠㅠ특이하면서도 설선물로 딱좋은 설선물추천해주세요!"
"149" "이제 크리스마스도 오고 연말도 와서 감사의 마음을 전할려고 하다차세트 선물이 좋을듯해서요저도 부담이 적고 받으시는 분들도 괜찮을 만한 차세트 있을까요"
"150" "설선물로 굴비세트 준비하면 좋을까요??명절때만 되면 선물로 고민되네요 ㅠㅠ굴비,한우,홍삼 등등 생각해보고있는데어떤게 제일 괜찮을지 모르겠어서요 ㅠㅠ보통 어떤선물 받을때 가장 기분좋으신가요?중요한분께 드리는 선물이라서 신경이 많이쓰이네요설선물 좋은걸로 추천좀부탁드릴게요!!"
"151" "설선물로 굴비를 한번 선물해볼까 하는데 어떨까요?여자친구 부모님께 보내드리려고 하는데 설선물로 어떨지 궁금하네요.보통 굴비는 이바지선물로 많이 하는데 설선물로도 괜찮겠지요? ㅎㅎ설선물로 굴비를 하려고 하는데 어디가 괜찮은지 좀 알려주세요 ^^영광굴비로 설선물 하기 좋은곳으로 추천좀 부탁드려요설선물로 드릴거니 정말 믿고 구매할수 있는곳이었으면 하네요.그럼 답변 기다리도록 하겠습니다."
"152" "요번 설 선물로 구입하려고 합니다티몬에서 설선물 구입하려고 하는데티몬 배송 어떤가요 빠른가요?그리고 티몬 가격 좀 어떤지 싼편이지 궁금하네요?"
"153" "지금 스페쉬 홈피 보니까 스페쉬 쇼킹딜이라고해서비오틴 마그네슘 홍삼정 반값에 있던데요 스페쉬 딜 이벤트 괜찮은건가요?설선물로 스페쉬 생각하고 있었는데 가격이 원래 가격에서반값이 맞는거죠?"
"154" "안녕하세요 올해 고2되는 사람입니다다름이아니라 올해 부모님을위해서설 선물을 드리고싶어서 조언을얻고자이렇게올려봅니다일단은 수중에20 정도있습니다아버지는 40대 후반이십니다요새 시력이 부쩍나빠지셔서 시력에좋은먹을거나 아님 눈안마기 같은것을 추천부탁드립니다어머니는40대초반이십니다허리디스크가잇으시고 근육통이자주오십니다저희 부모님 설선물로어떤것이 좋을까 추천좀해주시면감사하겠습니다사진이나 사이트도 첨부해주시면 감사하겠습니다이상한소리하실거면 안쓰시면 감사하겠습니다"
"155" "20000원안에서 살수있는 설선물 좀 알려주세여!급해요!!!!!!!!빨리요!!!!!!!!!※욕,성의없는 댓글은 신고합니다!내공100겁니댜^^♥♡"
"156" "안녕하세요 이번에 설선물을 준비하려고 하는 한 가장입니다~~곧 설이 다가오는데 설선물을 고르려다가도통 어떤걸 골라야 할지 모르겠네요혹시 1위설선물이 뭔지 아시는분 계신가요??건강식품말고 좀 괜찮은 설선물을 하고싶은데(나이좀 있으시고,생활속에서 쓸수있는걸로)요즘 뜨고 있는 1위설선물좀 알려주셨음 하네요??"
"157" "1.백세주맛이궁금해요?2.40대남자분이백세주를좋아하나요?3.설선물로좋아하실까요?알려주세요"
"158" "회사에서 설선물로 사과를 주문했습니다.근데 구매처가 사업자가 없는 일반 농민이셔서 계산서발행이 불가능합니다.이런경우 회계처리를 어떻게해야하는건지 문의 드립니다.(계산서가 아니라면 어떤 항목으로 잡아야하는건가요?)"
"159" "이제 곧 설이라 여러군데 설선물을 보내야하는데요..저희 딸 아이 다니고 있는 어린이집선생님설선물도 준비하려 합니다.저희 딸을 엄청 잘 봐주시고 저희 딸도 매우 잘따르는 선생님이라,꼭 설선물을 드리고자 하는데 막상 설선물로 어떤 것이 좋을지.. 모르겠네요.어린이집선생님설선물로 어떤 것이 좋을까요?"
"160" "?제가 회사 에 입사 한지 얼마 안되서 설 상여금과 설선물을 받았는데 일이 도저히 안맞아 나갈려고하는데설 상여금하고 설선물 금액 만큼 삭감 하나요? 제가 일한 급여에서?? 정말 확실한 답변부탁드립니다.....?"
"161" "물건을 주문햇는데 오늘 낮에 보냇거든요그럼 언제오죠?설선물이 많다고들어서 늦을수도잇나요?내공50"
"162" "어제 기사를 읽었는데 설선물세트순위 1위가 건강식품이라고 해서간해독에좋은음식 위주로 찾아봤는데 황칠이라는게 나오더라구요~저희 아버지가 지방간이 있으셔서 간에 좋은 음식 이라고 해서이번 설선물로 황칠즙이나 황칠진액 같은걸 드리고 싶은데황칠이 부작용같은건 없나요??얼핏 듣기로는 옻이랑 비슷하다고 하는데저희 아버지는 옻을 못드시는데 황칠은 드셔도 괜찮을까요???그리고 황칠즙파는곳은 어디인가요???국내산황칠로 알려주시면 더 좋을것 같습니다~"
"163" "이번 설날에 고향에 내려가려는데 할머니설선물로 어떤 게 좋을까요?한 번도 설선물을 들고 찾아뵌 적이 없었는데, 이젠 취직도 했고 그래서...할머니께 특별한설선물을 해드리고 싶은 게 어떤 선물이 좋을지 모르겠어요 %%"
"164" "제가 일요일 저녁8:00시에 설선물을 샀는데 이게 언제 올지 모르겠네요.언제 올까요???"
"165" "집근처 이마트 가서 설선물 사면 원하는곳으로 배송서비스 해주나요???설선물 하려고 하는데 미리 준비하지 못해서요 ㅠㅜ"
"166" "머가좋죠 설선물이요"
"167" "안녕하세요 이번에 설선물로콜라비즙을 받았는데요.제가 건강식품을 한번도 안먹어봐서요.콜라비즙이 무슨효능이 있는건가요?직장생활 피로푸는데 좀 도움이 될까요?"
"168" "거래처 설선묽세트 뭐가 좋을까요??이번 설선물은 비싼것보다좀더 의미있는 설선물을 보내드릴려고 하는데설선물 적당한선에서 의미있는게 있을까요 ??답변부탁드려요"
"169" "제가 남자친구와 사귄지 천일 가까이 되어가는데요 저희 부모님 어버이날 선물을 고르고 남자친구네 부모님 선물도 생각은 해놨는데 아직 한 번도 뵌적은 없어요 상황은 몇 번 있었는데 어머님께서 사정이 있으셔서 못뵜었거든요 그래서 해드려도 될지 부담스러우실까봐 안해드리는게 나을지 잘 모르겠어서요 일단 제가 남자친구 비타민 챙기면서 어머님 아버님 비타민도 겸사겸사 챙겨드린적 있구요 설선물로 비싸진 않지만 더치커피 선물해드린 적도 있거든요 남자친구는 직장에 다니고 전 아직 대학생이라 돈 씀씀이가 크면 별로 안좋게 보실것겉기도 하고 그렇다고 아무거나 해드리기엔 좀 그렇잖아요..? 이번 어버이날에 선물을 드리는 건 2년가까이 만나면서 처음이긴 한데 카네이션 디퓨저 세트를 고민중이에요 가격면에서도 부담되지 않을 정도의 선으로 고르긴했는데 많이 부담스러워 하실까 걱정이 되서요 남자친구한테 얘기하면 그런걸 뭐하러해 라고 할것같기도 하고.. 그러면 안하는게 나을까요??ㅠ 저번 설선물로 커피도 몰래 주문했다가 남자친구가 이런거 왜했어 라고 하긴했는데 어머님께서 무척 좋아하셨더고 그랬거든요.. 아직 한 번도 뵌적은 없지만 남자친구와 결혼을 결정한 건 아니지만 생각하고 있는 관계라 이쁨받고싶고 점수를 따놓고 싶다는 마음도 있구요..ㅎㅎ 어떻게 하면 좋을까요?? 너무 오지랖같은가요?ㅠㅠ"
"170" "안녕하세요 저는 초등학생인데 저희아빠가 공무원이에요 제가 선물세트보고 아빠한테 우리꺼냐고 물어보니까 아빠가 공무원이라 설선물을 못받는다는데;;진짜에요?ㅠㅠ"
"171" "제가 서초구에 사는데 설선물을 드리는거라 오늘까지는 받기는 해야하는데 이게 오늘까지 올수있을까요?"
"172" "여자아이들이 좋아할만한 주방놀이세트 추천 해주세요설선물로 준비하려합니다주방세트 종류많고 아기자기한 세트로 부탁드릴게요"
"173" "설날 명절 선물세트 영광굴비추천 바랍니다 어디꺼를 해야할까요다가오는설에는거래처나 회사상사에게도 선물하고 부모님에게도 선물하고하는데 명절선물 고르기가 어렵잖아요 ..선선물세트로 영광굴비를 할려고합니다 마른굴비 (전통굴비)나 아니면 구이용으루요고추장굴비같은것도 선물로 좋을것 같구요 ..전통도있고 가격도 저렴하고퀄리티좋고 믿을 수 있는 그런곳으로 영광굴비파는곳 좀 추천 해주시면 감사하겠습니다 좋은답변 한번해주세요 선말선물이니까 퀄리티가 좋아야하구요 포장도 깔끔해야죠.광고답변이나 쓸데없는 답변 하지마시구요 해보신분들 명절선물이나 설선물이요아시는분들만 사서드시는분들이 답변 해주시면 좋을것 같네요.???"
"174" "2017.01.26.21:48:06 중랑 미배달2017.01.26.13:59:59 중랑 SM인수2017.01.26.07:41:22 중랑 간선하차2017.01.25.20:57:06 용인HUB 간선상차2017.01.25.20:56:10 용인HUB 간선상차2017.01.25.20:55:45 용인HUB 간선하차2017.01.25.20:54:44 용인HUB 간선하차2017.01.25.17:15:15 파주Sub 간선상차2017.01.25.10:41:24 경기파주검산 집화처리설선물인데. . . 위메프에서는 설연휴안에 배송된다고 했었거든요. . . 오늘이나 내일 안에 안올까요?? 택배기사님한테도 문자 보내놨는데 답장이없으시네요. . . ."
"175" "이제 슬슬 설날이 다가오고 있어서설선물이 고민이네요ㅠㅠ그동안 감사드리는분들이 많아서 그분들께 선물을 하려고하는데어떤선물이 제일 좋을지 고민이예요..잡지나 그런거보면 인기선물 1위로 굴비같은거 올라오고 하는데가격대가 너무 부담스럽지않나 싶은마음도 들어서요소소한선물말고 그래도 어느정도 신경써서 준비한 선물로 드리고싶어서요그만큼 만족도 큰 선물들로 드리고 싶어서 걱정이되네요괜찮은선물들 어떤것들이 있는지 추천좀 부탁드릴게요"
"176" "갱년기영양제 엄마선물하려구요 추천부탁요~~이번 설에 제 고향 울산으로 가려고 하는데요엄마가 요즘에 갱년기로 정말 많이 힘들어 하신다고 하더라구요덩달아 아빠도 힘들다고 하시고?이번 설선물로 엄마좀 챙겨드리고 싶어서요."
"177" "이번 설선물 무엇으로 할까요? 선물세트를 하고 싶은데추천좀 해주시기 바랍니다.?지난 신정 설날 때 설선물을 못해드려서 마음에 걸립니다.햄세트 혹은 참치세트 뭐 그런거 흔한거 말고 부모님 건강도챙길 겸 해서요, 형님이 인삼세트 한다고 해서 다른걸로설선물세트를 해드리려고 하는데 당뇨나 그런데 예방이나괜찮은 건강식품 있으면 추천좀 해주세요?매번 설날만 되면 이런거 고르느라 머리가 아프네요."
"178" "김영란법 대상에 대학교 교직원도 포함이더라구요그래서 질문드립니다.1. 대학원생 신분에서 전공과목 내 교수님들께 설선물로 1인 5만원 이내의 선물은 가능한지2. 대학원 졸업 후 교수님들께 해드리는 선물이나 식사자리에는 금액 한도가 없는지3. 대학교에서 근무중인(소속 대학이기는 하지만 전공 대학원과 관련없는) 친구들과의??? 선물 주고받기나 식사자리에도 금액 제한이 있는지이 세가지가 궁금합니다.참고로 대학교 소속 전공대학에 근무중인 친구들은 행정조교를 하고 있습니다.대학원은 대학원 부서가 따로 있어서 이 친구들과는 관련이 없습니다.친구들은 대학원이 아닌 대학 행정일을 하고 있습니다."
"179" "이번 명절 겸 해서 남자친구 부모님?설선물로 차세트를 준비했는데요 간단한 카드도 함께 드리고 싶어요시작은 어떻게 해야하며 어떤 내용을 써야할까용...이런게 첨이라 고민이 되네요ㅠㅠ"
"180" "방가워요!~ 차가버섯의효능을 알아볼려고 이렇겢 질문드리네요.얼마전에 설날이였잖아요. 근데 부모님댁에 가서 아무것도 못해드리고 왔어요..그래서 지금이라도 설선물을 하나 보낼려고 하는데.주변분들이 차가버섯의효능이 좋다면서 차가버섯을 선물로 해주면 좋을거라고 하더라구요.그래서 인터넷에 차가버섯의효능을 알아보니까 암에도놓고 당뇨에도 좋다고 나와있던데이거말고도 차가버섯의효능 뭐가 더있을까요??작년까지는 홍삼을 보내드렸었는데 차가버섯의효능이 건강에 더좋다면 이번에 바꿔볼려고해요.아버지께서 나이좀 있으신데 요즘 살도많이찌셔서 성인병 예방도 해야되는데차가버섯의효능이 당뇨에도 좋다고하니까 하나 보낼려고 하는데 괜찮겠죠?그리고 부모님께서 먹기편하게 차가버섯즙을 알아봤는데 여기저기 좋은게 많더라구요.차가버섯의효능 좀더 자세하게 어떤게 있는지 알려주셨으면 좋겠구요.또 차가버섯중에 즙으로된건 어디에서 구해야하는지 알려주셨으면 좋겠어요!"
"181" "어린이집 선생님들께 설선물하면 김영란법에 걸리나요? 얼마까지 괜찮은건가요?"
"182" "일 하는 직장에 거래처가 많다보니 이번에 거래처설선물에 더 신경이 쓰이네요.제가 선물 고르는 부분을 맡게 되어서 여러 가지 고민을 해봤지만 답이 안나옵니다.가격도 저렴하고 성의도 들어간 거래처 설선물 뭐가 있을까요?지인분들에게 물어봐도 흔한 비누세트 칫솔세트는 좀 그렇고요.중요 거래처가 많아서 좀 괜찮은 거래처설선물 이었으면 좋겠습니다.혹시 좋은 정보 있으면 알려주세요.세트도 괜찮고요 거래처설선물을 주셨을 때 반응 좋았던 것이면 더욱 좋을 것 같습니다.부탁드립니다.
									
	
								
								
									
									









	
	





	궁금한 위치 가락동
	
	
		서울특별시 송파구 가락동
		길찾기 크게보기
	

									


	try {document.execCommand('BackgroundImageCache', false, true);} catch(e) {}

	<div class=\"map_inr\">
		<div class=\"ly_pin\" style=\"top:53px;left:134px\">
			<div class=\"cont\">
				<div class=\"inr\">
					<strong>여기가 궁금해요</strong>
					<p>{=title}</p>
				</div>
			</div>
			<span class=\"bgl\"></span>
			<span class=\"bgr\"></span>
			<span class=\"bgt\"></span>
		</div>
		<span class=\"ic_pin\" style=\"top:122px;left:187px\"></span>
	</div>
	
		createMap('detail_map0', '37.4955464', '127.1217324', '가락동', 'qMapCenterLayerTpl');"
"183" "설날선물 베스트 추천 좀 해주세요.이번 설에 회사 직원들이랑 거래처에 보낼 설선물을 보는중인데요.회사얼굴도 있고 해서 부담이 좀 되고 그러는데,거래처 사장님들 연세도 있으시고 해서 건강식품쪽으로 생각중이에요.흑마늘이나 산수유같은 건강식품이 요즘 뜨고 있다고해서요.워낙에 흑마늘은 여자들 혈액순환 도움에 좋다하고산수유는 남자들이 많이 챙겨먹는다길래거래처사장님들에게는 딱인듯 해요.자주 애용하시는 곳이나 다른 건강식품들, 또는 다른 설날선물 괜찮은거 있음 꼭 좀 추천 부탁드릴게요."
"184" "1. '멘타이코' 란 명란젖을 선물용으로구입하면 보냉 포장을 해 주는 건지요. 그리고 어디서 구입하는 게??? 가장 좋은지 궁금합니다.?2. 유후인에 오르골 상점이 있는 건 아는데요, 후쿠오카에서 오르골상점으로 유명한 곳은 어디인지요???? 가격대는 어느 정도인지....파손방지 포장을 해 주는 지...?저는 부산에 사는데, 서울에 계신 저의 선생님께 선물용으로 생각하고 있는 거라 위의 질문을 합니다?여행 후 부산에서 서울로 택배로 보내도 괜찮을까요??혹시 다른 선물로 추천해 주고 싶은 게 있으시다면 추천도 바랍니다.설선물 대신 하려고 하는데 머리가 너무 아프네요.ㅜ.ㅜ?아참, 후쿠오카에서도 \"도쿄 바나나\" 구입이 가능한가요?"
"185" "제가 그냥 설선물로받은 견과류 종합세트에서 각종 무슨 해바라기,아몬드,땅콩, 뭐별거다넣었거든요?근데 까먹고있다가 한참뒤에 새싹이나더니 이래됬는데 문제는 뭔지를 모르겠어요 물은 많이줘야되더라구요"
"186" "안녕하세요세련된 강아지용품쇼핑몰 추천좀요!강아지용품을 선물하려고 합니다여자친구 부모님이 키우는 강아지가 있는데강아지를 진짜 끔찍이 아끼시거든요저도 예전에 여자친구 부모님댁으로인사를 드리러 갔을 때강아지를 본 적이 있었는데녀석..귀엽긴 하더라구요강아지 종류는 푸들이었어요 무튼 이번에 설선물이랑 같이강아지가 쓰는 물건도 하나 보내드리고 싶은데강아지용품쇼핑몰 괜찮은 데 있을까요?제가 찾은데는 다 아기자기하고분홍색 하늘색 너무 깜찍한? 곳들 뿐이라서요..인테리어에서 관심이 많으신 분들이라좀 세련되고 심플한 디자인으로가격에 상관없이 괜찮은 품질로 된걸 선물해드리고 싶은데강아지용품쇼핑몰 좋은 곳 있으면 알려주세요 !"
"187" "저는 14살 여자입니다 이번 설선물로 엄마 쿠션이나 파운데이션 좀 사드릴라고하는데 엄마가 각질부각도 심하고 건성인데 잡티도 많아요 여기에 맞는 쿠션이나 파운데이션 좀 추천해주세요 가격대는 꾀 저렴한걸로 부탁드립니다 로드샵 껄로 부탁드립니가"
"188" "8929805485조회를 해봤는데 배송이 그저께부터 서청주 출발에서 계속 멈춰있어요ㅜㅜ친구 말로는 설선물 때문에 택배가 엄청 많아서 경비실에 쌓여있을지도 모른다는데 아직까지 도착한다는 문자도 없고 전화도 없고 경비실에 맡겼다는 얘기도 없네요..경비실 가봐야 할까요?"
"189" "제가 1월31일날퇴사한다고하고 31일연차를쓰겠다고했더니 회사에서 설때급여를지급해줄수없다며 설전인26일날퇴사를 하라고합니다 이경우 회사에서 저를 자른것이 아닌가요? 맞다면 실업급여를 받을수 있는건가요? 주위에서 실업급여를 신청하라고 하는데 될거같지도 안코 귀찬기도해서 그냥나가려고 했더니 한달전에 시킨 설선물을 퇴사한다고 안준다네요ㅡㅡ 어찌나열받던지 그냥나갈수가없는데 어떻게 회사에 불이익가게 하는방법업나요? 빠른답변 부탁드려요!!"
"190" "?곶감선물세트를 거래처에 보낼까하는데가격대는 괜찮은데 그만한 가치를 하는가 싶어서 고민입니다거래처 사람들한테 보낼꺼구요곶감은 좋아하시는 분들만 좋아하는거라서짐이 될까 걱정되기도 하고가격대는 여러 거래처를 보내야할꺼라서 크지않은걸로 3만원대로 하려고 해요설명절선물로 요정도면 괜찮을것 같긴한데 곶감선물세트 설선물로 어떤가요?이가격대에 다른건 싼티나는것 같아서 식용류세트 햄세트 이런건 일부로 제외하긴 했는데모든 백화점이나 마트에 있는 설선물세트는 거의 비슷비슷해서 다른 거래처 선물들과 겹칠까봐 고민입니다.."
"191" "안녕하세요 지금 고3졸업예정자에요 근대 제가 고졸 채용으로 입사를 했는데 근로계약서나이런거 다 작성했어요 근대 학교에서 들은거랑 너무 달라서 화가나요 시급도 학교에서는 160~180만원이라고 들었는데 90만원나오고 근대 적게 일한것도 아니에요 일욜에 자다가 불려나가 일할정도로 8시에 시작해 5시에 끝나고 근대 시간이 지나니 저두 타지역이라 힘들어 퇴사를 할려는데 제 친구가 거기서 나간다는데 제 친구나가면 저보고 나가라고 그래요 그래서 퇴사했는데 정규직은 설선물도 준다는데 설전날에 퇴사해서 설선물도 없고 근대 지금 이게 가능한가요? 이건 해고인가요? 회사에서 나가라고해서 나간거는 법에 걸리는가요? 월급날이 25일인데 29일 6시 넘어서 들어오고ㅠㅜ 그리고 저는 여기 정규직이에요ㅠㅜ 이거 법에 대한거랑 이회사가 법을 어긴건지 안어긴건지 가르쳐주세요ㅠㅜ"
"192" "미백크림만 쓰다가 쿠션을 처음써보는 여중생입니다.. 부모님께서 설선물로 쿠션을 사주신다고 해서 쿠션을 찾고있는ㄷㅔ 잘모르겟더라구요.. 그래서 제목처럼 쿠션을 추천받고싶네요 일단 전 티존과이마,코는 지성이구요 광대쪽만 건성입니다 제가 생각하고있는 쿠션은 미샤 텐션팩트 내추럴 커버구요 식물나라? 인가 거기도 생각하고있습니다.. 한창 피부트러블과 여드름도 날시기라ㅠㅠ 추천부탁드립니다!"
"193" "설선물을 미처 못사서 내일 마트를 가보려고하는데설선물세트 안팔겠죠?"
"194" "생선이름을 알려주세요설선물로 받았는데 이름도 모르고 맛있게 먹었어요 이름이 궁금합니다"
"195" "설선물로받은 소고기인데 양이많아 덜어먹고아무생각없이 냉장보관해버렷어요....오늘딱먹을려고하니 쉰내가조금나더라구요 구워먹었는데 맛은 괜찮터라고요 그냥 잘익혀먹어도 되겟죠? 양도많고 너무아까워요"
"196" "안녕하세요?다름이 아니라 대학생이 지도교수님께 이번 명절에 설선물을 목적으로 선물을 드려도 괜찮을까요?김영란법을 찾아보니까?'우선 공직자를 비롯해 언론인·사립학교 교직원 등 법안 대상자들이 직무 관련성이나 대가성에 상관없이 1회 100만 원(연간 300만 원)을 초과하는 금품을 수수하면 형사처벌(3년 이하의 징역 또는 3000만 원 이하의 벌금)을 받도록 규정했다. 또 직무 관련자에게 1회 100만 원(연간 300만 원) 이하의 금품을 받았다면 대가성이 입증되지 않더라도 수수금액의 2∼5배를 과태료로 물도록 했다.다만 원활한 직무 수행, 사교·의례·부조 등의 목적으로 공직자에게 제공되는 금품의 상한액을 설정했다. 식사·다과·주류·음료 등 음식물은 3만 원, 금전 및 음식물을 제외한 선물은 5만 원, 축의금·조의금 등 부조금과 화환·조화를 포함한 경조사비는 10만 원이 기준이다. 한편, 금품과 향응을 받은 공직자뿐만 아니라 부정청탁을 한 사람에게도 과태료가 부과된다. 또한 공직자는 배우자가 금품을 받은 사실을 알면 즉시 신고해야 하며, 신고 의무를 어길 시에는 형사처벌 또는 과태료 처분을 받게 된다.'[네이버 지식백과] 부정청탁 및 금품 등 수수의 금지에 관한 법률(김영란법) (시사상식사전, 박문각)라고 나오는데,여기서 원할한 직무 수행, 사교, 의례에 해당하는 내용일수 있는 것인지 궁금합니다.ps. 당연히 가격은 3만원 이내로 드릴 것입니다.항상 챙겨주시고 상담 많이 해주시던 교수님이라서 꼭 선물을 드리고 싶은데 가능할까요..?"
"197" "설선물로 한우 투뿔 하려고 하는데 한우선물세트 가격착하고 신선하고 배송 좋은 곳 추천요. 내공 5겁니다."
"198" "설선물세트 준비하는데 제가 워낙 선물 센스가 없어서 ㅠㅠ여러분한테 설선물세트 도움받는게 훨씬 나을것같습니다…제가 설선물세트 드리려고 하는 분은 50대 중반의 남성이시구요관계는 저한테 아버지랑 비슷한분이세요~나이가 있으신지라 건강에 좋은 설선물세트가 좋을것같구요.가격대 상관없으니 좋은 설선물세트 추천해주심좋겠습니다."
"199" "설선물로 친척들에게 핸드폰케이스선물을 해주려고해요! 기종도 다 다양하고연령대도 다양해서 종류도 많고 기종도 구애받지 않고 샀으면 좋겠어요!제가 알아봣을때는 가격도비싸고 종류도 많이없어서 핸드폰케이스쇼핑몰괜찮은곳 있으면 추천좀 해주세요! 새해복많이 받으시구요~"
"200" "위에서 말한대로 스팀 라이브러리 어디있나요 제형이 설선물로 사서 선물했는대 라이브러리가 어디 있는지 몰라서 못 하고 있음니다 ?내공은 100 드립니다 빨리요"
"201" "김영란법 관련 질문에 대한 답변을 보고 질문드립니다.직장에서 여러명의 상사에게 직원들이 돈을 모아 설선물을 하는 경우에는 어떤가요? 공공기관입니다."
"202" "안녕하세요 고1여자학생인데요 ..?다들 설덕분에 부모님게 설선물 드리는 친구들이 많더라고요...저 또한 드리고 싶고요..?저희 어머니는 위가 약하셔서.. 밀가루만 드시면 아파하시고 토를 매번 하십니다.?그래서 혹시 위에 좋은 약이나.. 홍삼팩같은거 없나요? 팩이나 액기스도 괜찮습니다!이왕이면 인터넷으로 주문할 거라서요 (쿠팡이나 티몬같은곳) 그래서 구하기 어려운 것보단학생이 구하기 쉬우면서 가격도 저렴한 10만원대 아래로 정해주세요!?요번에 저희 어머니 좋아하시는 표정보면 저도 마음놓여서 공부 열심히 할 수 있을 것 같습니다!도와주세요 지식인분들! 갱년기도 오신것 같아서 요즘 화도 많이 불러 오시긴 하거든요..?그냥 마트에서 구할수 있는 채소라던지 그런것도 괜찮고 되도록이면 홍삼쪽으로 해주세요?그리고 알아봤는데 홍삼이 여러가지더라고요... 뭐를 사드려야지.. 고민이 되네요정리합니다!1.어머니께 드릴 설 선물 추천해 주세요2.홍삼쪽으로 설 선물 드린다면 어떤것을 드려야 가격도 괜찮으면서 어머니도 좋아하실까요?3.일산쪽에 사는데 이쪽에서 구할수 있는 설 선물은 없나요?4.홍삼이 아니더라도 위에 좋은 채소로 된 약이나 액기스 좋으니 추천해주세요5.참고로 말씀드리지만 저는 학생입니다,...! 공부해라..이런거 할 시간에 뭐하냐.. 이런 소리 하지 말아주시고 정말 제 마음 담아서 쓴 질문이니 총적으로 정리해서 추천해 주십시오!!!그럼 감사하겟습니다!!! 사랑합니다@@ 즐거운 설 보내세요~~"
"203" "저희 엄마가 빈혈이 좀 있으신편이라 녹용을 설선물로 드릴생각인데녹용의 기능중에 조혈기능이 있어서 빈혈에 좋다는데 맞나요???그리고 찾다가 알게 된건데 녹각과 생녹용의 차이점이 뭔가요???둘이 효능도 다른던데 녹각은 뭔가요???그리고 빈혈말고 어디에 좋나요?>자세히는 괜찮고 간단하게 알려주시면 감사하겠습니다~"
"204" "2월16일 제가 음주사고를 냈습니다.낮 12쯤 일을 마치고 회사근처에서 점식먹으면서 간단하게 몇잔마셨습니다,14~15시쯤 자리가 끝나고 택시타고 집에가려다 차에 설선물이 있어서 택시타고회사로 다시 돌아왓습니다.대리를 불러야하지만 시간상 대리가 없다고 생각을하고차를 타고 집으로 향했습니다. 시간은 15시쯤 된거같습니다.회사에서 저희집까지는 차타고 5분~10분정도 되는데 직업상 아침에 출근해서 다음날 아침에 퇴근합니다..전날 야간당직을 한터라..그만반도가지 않아 제가 졸음운전을해서 차를 4대박았습니다.쿵쿵쿵 박은게아니고 1차선에서 2차선쪽으로 대기차고있던차들을 쭉쭉긁고지나가면서 마지막 앞에 서있던 차까지 박게되었습니다.이내 곧 경찰차가와서 저는 경찰서로 가게되었고 음주 0.102가 나와서 취소라고하였습니다,저는 혈액채취를 원해서 더나올거라는 경찰말에 괜찮다고 해달래서 결국 오늘 0.119라는 전화를 받았습니다.당장 내일 경찰에서가서 조사를 받으로 오라고 하는데..작년1월말에 똑같이 음주경력이있습니다. 그때는 0.08? 정도가 나와서 100일정지를 당했습니다..어떡게 벌금이 작게나오거나. 제가 머라도 할수있는 방법을좀 알려주세요..가능하다면 법무사? 거기에도 의뢰하고싶은데..도와주세요. 회회스럽고 하루하루 너무 힘들게 지내고있습니다.상대방 차들은 250만원 보험사에서 입금하라고해서 입금하고 보험처리가 된걸로 알고있습니다..-사고일시-사고의 경위-피해의 정도-상해진단서 유무-10대 중과실 유무-보험유무-피해자와의 합의 유무"
"205" "설선물추천 좀 해주세요어떤게 좋을지 고민중입니다올해 직장생활을 시작하게 되었는데요그동안 고마웠던분들 위주로 해드리려고 하거든요그래서 설선물 어떤게 좋을지 알아보고 있는데처음 하는거라서 어떤게 좋을지 모르겠습니다혹시나 하는 마음에 설선물 준비하신 지식인분들이 계시지 않을까 싶어설선물추천 좀 받아보려고 이렇게 질문 올리게 되었는데요지금 현재 준비를 하셨거나 봐둔게 있으신분 계시면 답변 좀 해주세요어떤게 좋을지... 설선물추천 부탁드립니다"
"206" "이번에 설선물로 메디안치약을 선물받았는데 이거 써도되는건가요?? 살충제 성분때문에 논란된걸로 아는데 그 성분 빼고 리뉴얼해서 다시 나온건가요?메디안 후레쉬 포레스트메디안 후레쉬 마린메디안 바이탈 비타민E"
"207" "설선물세트 인쟈~!! 설이 일주일 빢에 안남았는데 집에 내려갈때 조카들이랑 어무이 어부지 자석된 도리로 설선물은 하나석 해가꼬 가야하는데 물가가 어찌나 올랐는지 돈쪼매 갖고는 뭐살게 없는데 한삼십만원 선에서 알맞게 할수 있는 우리집식구들한테 할수있거 쫌 가르켜 줄란교 ???"
"208" "제가 이번 설명절선물세트로 설선물 찾다가차선물세트로 설선물을 정했는데요.막상 차선물세트 찾아보니까 어디서 차선물세트를 사야될지 모르겠어서..차선물세트의 재료도 믿음가고 차선물세트의 부담안가는 비용으로 살 수 있는차선물세트 브랜드 추천 부탁드립니다"
