Ingredients,TAG,DATA,속성,DATA 속성,DATA 세부속성
CHARD (aka Swiss chard),Matching,*GARLIC,,,
CHARD (aka Swiss chard),Matching,"Italian cuisine, esp. pasta",,,
CHARD (aka Swiss chard),Matching,"lamb, esp. chops",,,
CHARD (aka Swiss chard),Matching,leeks,,,
CHARD (aka Swiss chard),Matching,"lemon: juice, zest",,Citrus,
CHARD (aka Swiss chard),Matching,"mushrooms, chanterelle",,,
CHARD (aka Swiss chard),Matching,"oil, peanut",,oil,
CHARD (aka Swiss chard),Matching,olive oil,,Olive oil,
CHARD (aka Swiss chard),Matching,olives,,,
CHARD (aka Swiss chard),Matching,"onions, esp. spring or yellow",,,
CHARD (aka Swiss chard),Matching,"orange, zest",,Citrus,ORANGE
CHARD (aka Swiss chard),Matching,oregano,,,
CHARD (aka Swiss chard),Matching,pasta (including using to color,,,
CHARD (aka Swiss chard),Matching,green pasta),,,
CHARD (aka Swiss chard),Matching,"pepper black, white",,,
CHARD (aka Swiss chard),Matching,pine nuts,,,
CHARD (aka Swiss chard),Matching,polenta,,,
CHARD (aka Swiss chard),Matching,potatoes,,,
CHARD (aka Swiss chard),Matching,raisins,,,
CHARD (aka Swiss chard),Matching,red pepper flakes,,,
CHARD (aka Swiss chard),Matching,saffron,,,
CHARD (aka Swiss chard),Matching,"salt, kosher",,,
CHARD (aka Swiss chard),Matching,shallots,,,
CHARD (aka Swiss chard),Matching,spinach,,,
CHARD (aka Swiss chard),Matching,stews,,,
CHARD (aka Swiss chard),Matching,"stocks: chicken, vegetable",,Stocks,
CHARD (aka Swiss chard),Matching,thyme,,,
CHARD (aka Swiss chard),Matching,tomatoes,,,
CHARD (aka Swiss chard),Matching,"vinegar: balsamic, red wine",,Vinegar,
CHARDONNAY,Weight,medium-heavy,,,
CHARDONNAY,Volume,quiet-loud,,,
CHARDONNAY,Matching,butter and butter sauces,,,
CHARDONNAY,Matching,chicken,,,
CHARDONNAY,Matching,crab,,,
CHARDONNAY,Matching,cream and cream sauces,,,
CHARDONNAY,Matching,fish,,,
CHARDONNAY,Matching,lobster,,,
CHARDONNAY,Matching,salmon,,,
CHARDONNAY,Matching,scallops,,,
CHARDONNAY,Matching,shellfish,,,
CHARDONNAY,Matching,veal,,,
CHEESE — IN GENERAL (See also specific cheeses),Taste,sweet-sour,,,
CHEESE — IN GENERAL (See also specific cheeses),Function,cooling,,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,apples,,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"breads, esp. neutral-flavored",,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"celery, esp. with cheese sauces and dishes",,Cheese,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"cherries, esp. with soft cheeses",,Cheese,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"cured meats, esp. ham",,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"dates, esp. Medjool",,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"dried fruits, esp. dates, figs",,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,grapes,,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,"nuts, esp. hazelnuts, walnuts",,,
CHEESE — IN GENERAL (See also specific cheeses),Matching,pears,,,
CHEESE — IN GENERAL (See also specific cheeses),Coment,"Since cheese is a near-perfect food, I sometimes look for the few nutrients missing in cheese that can be found in other foods. The two essential nutrients that cheese does not provide are vitamin C and fiber. This recommends fruits especially — and makes a great start to the day: cheese, some high-fiber vitamin C-rich fruit, some whole grain organic bread, and coffee. The breads 1 prefer with cheese are usually neutral flavored, though I fully appreciate the nutty or herbed or fruity breads as natural partners for cheeses. The main reason I prefer neutral flavors in my breads is because 1 don’t want to meddle with the flavors in the cheeses themselves. I’m kind of a purist on that! Usually, the softer the cheese, the harder the bread — to an extent. And high-pectin, high-fiber fruits [e.g., apples, pears, apricots, plums, nectarines, peaches, figs] make natural accompaniments for many, many cheeses. Which cheeses? My faves with my espresso to which I add a little unfiltered raw honey would be the pressed sheep milk cheeses: Ossau Iraty, Roncal, Zamorano, Berkswell, Spenwood, Trade Lake Cedar, Vermont Shepherd, manchego, or Pecorino Foglie Noce. But I’m happy with whatever is looking good, and preferably the harder aged cheeses: sheep, goat, or cow. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
CHEESE — IN GENERAL (See also specific cheeses),Coment,"With aged or strong cheese, you need something fruity or sweet to contrast with the strong flavor. Pecorino is very strong, so you need something sweet with it. With an aged or hard cheese, I like to serve some chestnut honey, a fruit jam, or watermelon confiture. If I have some aged goat cheese, I like a mostarda [Italian mustard fruit]. With sharper cheese, I also like a nice sweet wine, especially an Italian Passito. With fresh young cheese, I simply like some good bread. Chestnut honey, while good with aged cheese, does not work with a young cheese. — ODETTE FADA, SAN DOMENICO (NEW YORK CITY)",,,
CHEESE — IN GENERAL (See also specific cheeses),Coment,"Honey, jam, and mostarda go great with cheese. Most honey works best with younger cheeses and soft-ripened cheeses, especially ifthey have a chalky quality to them. I love mountain Gorgonzola with chestnut honey, it is crazy! In Italy, we call jam a confitura or marmalata. I like it with saltier cheeseslike Parmesan, or with more assertive cheeses. Mostarda is made offruits cooked in a white wine mustard syrup until they are candied. So, you have a sweet candy effect with the spicy mustard. It goes with any savory firm cheese, and particularly well with pecorino and Taleggio. — GINA DEPALMA, BABBO (NEW YORK CITY)",,,
"CHEESE, ASIAGO",Matching,almonds,,,
"CHEESE, ASIAGO",Matching,bacon,,,
"CHEESE, ASIAGO",Matching,figs,,,
"CHEESE, ASIAGO",Matching,grapes,,,
"CHEESE, ASIAGO",Matching,Italian cuisine,,,
"CHEESE, ASIAGO",Matching,pasta,,,
"CHEESE, ASIAGO",Matching,potatoes,,,
"CHEESE, ASIAGO",Matching,salads,,,
"CHEESE, AZEITAO",Matching,foie gras,,,
"CHEESE, AZEITAO",Coment,"A wonderful combination I discovered recently that surprised me was Azeitao cheese with foie gras. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,almonds,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,apples,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,beef,,beef,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"bread, esp. with nuts and/or raisins",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,celery,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"chestnuts, roasted",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,cream cheese,,Cheese,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,dill,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"figs, esp. with Gorgonzola",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,garlic,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,hazelnuts,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"HONEY, esp. chestnut or tupelo",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"mustard, Dijon",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,pasta,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"PEARS, esp. with Stilton",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,port,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,potatoes,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"salt, kosher",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,sour cream,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,steaks,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"vinegar, white wine",,Vinegar,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,walnut bread,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"walnuts, esp. with Stilton",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,"walnuts, candied",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Matching,watercress,,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Dishes,"Baked Blue Cheesecake Mousse with Rhubarb Compote and Celery Confit — Dominique and Cindy Duby, Wild Sweets (Vancouver)",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Dishes,"Bruschetta with Burrata Cheese, Caponata, and Fava Bean Puree — Hiro Sone, Terra (St. Helena, California)",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Coment,"I like blue cheese, either Roquefort or Stilton, served simply with a walnut bread and a glass ofport. — GABRIEL KREUTHER, THE MODERN (NEW YORK CITY)",,,
"CHEESE, BLUE (See also Gorgonzola, Roquefort, Stilton, etc.)",Coment,"In general, the more intense a blue cheese is in its own right, the lighter and more delicate the honey you’ll want to pair it with. I like Colorado star thistle honey [which is creamy, with cinnamon notes]. — ADRIAN MURCIA, CHANTERELLE (NEW YORK CITY)",,,
"CHEESE, BRIE",Matching,almonds,,,
"CHEESE, BRIE",Matching,apples,,,
"CHEESE, BRIE",Matching,"bread, esp. French",,,
"CHEESE, BRIE",Matching,cherries,,,
"CHEESE, BRIE",Matching,chicken,,,
"CHEESE, BRIE",Matching,"crudites (e.g., raw carrots, celery)",,,
"CHEESE, BRIE",Matching,dates,,,
"CHEESE, BRIE",Matching,fennel,,,
"CHEESE, BRIE",Matching,figs,,,
"CHEESE, BRIE",Matching,French cuisine,,,
"CHEESE, BRIE",Matching,nuts,,,
"CHEESE, BRIE",Matching,melon,,,
"CHEESE, BRIE",Matching,onions,,,
"CHEESE, BRIE",Matching,pears,,,
"CHEESE, BRIE",Matching,pistachios,,,
"CHEESE, BRIE",Matching,strawberries,,,
"CHEESE, BRIE",Matching,white wine,,,
"CHEESE, BURRATA",Matching,"beans, fava",,,
"CHEESE, BURRATA",Matching,bread,,,
"CHEESE, BURRATA",Matching,garlic,,,
"CHEESE, BURRATA",Matching,Italian cuisine,,,
"CHEESE, BURRATA",Matching,olive oil,,Olive oil,
"CHEESE, BURRATA",Matching,peaches,,,
"CHEESE, BURRATA",Matching,pesto,,,
"CHEESE, BURRATA",Matching,plums,,,
"CHEESE, BURRATA",Matching,"salt, esp. sea",,,
"CHEESE, BURRATA",Matching,tomatoes,,,
"CHEESE, BURRATA",Matching,vincotto (cooked wine),,,
"CHEESE, CABRALES",Matching,figs,,,
"CHEESE, CABRALES",Matching,"grapes, esp. red",,,
"CHEESE, CABRALES",Matching,"ham, Serrano",,,
"CHEESE, CABRALES",Matching,honey,,,
"CHEESE, CABRALES",Matching,pears,,,
"CHEESE, CABRALES",Matching,salads,,,
"CHEESE, CABRALES",Matching,steak,,,
"CHEESE, CAMEMBERT",Matching,arugula,,,
"CHEESE, CAMEMBERT",Matching,"fruit, fresh",,,
"CHEESE, CAMEMBERT",Matching,grapes,,,
"CHEESE, CAMEMBERT",Matching,"lettuces (e.g., baby greens)",,,
"CHEESE, CAMEMBERT",Matching,melon,,,
"CHEESE, CAMEMBERT",Matching,nuts,,,
"CHEESE, CAMEMBERT",Matching,olive oil,,Olive oil,
"CHEESE, CAMEMBERT",Matching,pears,,,
"CHEESE, CAMEMBERT",Matching,pecans,,,
"CHEESE, CAMEMBERT",Matching,plums,,,
"CHEESE, CAMEMBERT",Matching,salads,,,
"CHEESE, CAMEMBERT",Matching,strawberries,,,
"CHEESE, CAMEMBERT",Matching,"vinegar balsamic, sherry",,Vinegar,
"CHEESE, CHEDDAR",Matching,APPLES,,,
"CHEESE, CHEDDAR",Matching,bacon,,,
"CHEESE, CHEDDAR",Matching,"brandy, apple, e.g., Calvados",,ALCOCHOL,BRANDY
"CHEESE, CHEDDAR",Matching,"bread, esp. French, pumpernickel, or whole wheat",,,
"CHEESE, CHEDDAR",Matching,"butter, unsalted",,,
"CHEESE, CHEDDAR",Matching,cayenne,,,
"CHEESE, CHEDDAR",Matching,"chutney, Indian",,,
"CHEESE, CHEDDAR",Matching,cider,,,
"CHEESE, CHEDDAR",Matching,cream,,,
"CHEESE, CHEDDAR",Matching,dates,,,
"CHEESE, CHEDDAR",Matching,egg dishes,,,
"CHEESE, CHEDDAR",Matching,fennel,,,
"CHEESE, CHEDDAR",Matching,garlic,,,
"CHEESE, CHEDDAR",Matching,grapes,,,
"CHEESE, CHEDDAR",Matching,hamburgers,,,
"CHEESE, CHEDDAR",Matching,"honey, esp. fruit (e.g., blueberry, raspberry)",,,
"CHEESE, CHEDDAR",Matching,"mirepoix, esp. for soup",,,
"CHEESE, CHEDDAR",Matching,mostarda (mustard fruits),,,
"CHEESE, CHEDDAR",Matching,nuts,,,
"CHEESE, CHEDDAR",Matching,"oil, vegetable",,oil,
"CHEESE, CHEDDAR",Matching,paprika,,,
"CHEESE, CHEDDAR",Matching,"pasta, esp. macaroni",,,
"CHEESE, CHEDDAR",Matching,pears and pear paste,,,
"CHEESE, CHEDDAR",Matching,pecans,,,
"CHEESE, CHEDDAR",Matching,"pepper, black",,,
"CHEESE, CHEDDAR",Matching,potatoes,,,
"CHEESE, CHEDDAR",Matching,quince paste,,,
"CHEESE, CHEDDAR",Matching,"stock, chicken",,,
"CHEESE, CHEDDAR",Matching,thyme,,,
"CHEESE, CHEDDAR",Matching,walnuts,,,
"CHEESE, CHEDDAR",Coment,"Cheddar is a particularly friendly cheese to food pairing partners. — ADRIAN MURCIA, CHANTERELLE (NEW YORK CITY)",,,
"CHEESE, COLBY",Matching,apples,,,
"CHEESE, COLBY",Matching,bacon,,,
"CHEESE, COLBY",Matching,beer,,Beer,
"CHEESE, COLBY",Matching,"bread,rye",,,
"CHEESE, COLBY",Matching,"cider, apple",,,
"CHEESE, COLBY",Matching,onions,,,
"CHEESE, COLBY",Matching,pears,,,
"CHEESE, COLBY",Matching,potatoes,,,
"CHEESE, COMTE",Matching,ham,,,
"CHEESE, COMTE",Matching,hazelnut oil,,oil,
"CHEESE, COMTE",Matching,"greens, salad",,,
"CHEESE, COW'S MILK — IN GENERAL",Matching,cherries,,,
"CHEESE, COW'S MILK — IN GENERAL",Matching,"fruits, stone (e.g., apricots, cherries, nectarines, peaches, plums, etc.)",,,
"CHEESE, COW'S MILK — IN GENERAL",Matching,melons,,,
"CHEESE, CREAM (See Cream Cheese)",NON,,,,
"CHEESE, EMMENTAL",Matching,bacon,,,
"CHEESE, EMMENTAL",Matching,"bread, rye, esp. lighter",,,
"CHEESE, EMMENTAL",Matching,potatoes,,,
"CHEESE, EPOISSES",Matching,cherries,,,
"CHEESE, EPOISSES",Matching,"marmalade, citrus",,Citrus,
"CHEESE, EPOISSES",Matching,pears,,,
"CHEESE, EXPLORATEUR",Matching,pomegranate,,,
"CHEESE, FETA",Matching,"bell peppers, red",,,
"CHEESE, FETA",Matching,"bread: olive, pita",,,
"CHEESE, FETA",Matching,"cheese, ricotta",,Cheese,
"CHEESE, FETA",Matching,chickpeas,,,
"CHEESE, FETA",Matching,dill,,,
"CHEESE, FETA",Matching,Eastern Mediterranean cuisine,,,
"CHEESE, FETA",Matching,eggplant,,,
"CHEESE, FETA",Matching,figs,,,
"CHEESE, FETA",Matching,garlic,,,
"CHEESE, FETA",Matching,grapes,,,
"CHEESE, FETA",Matching,Greek cuisine,,,
"CHEESE, FETA",Matching,honey,,,
"CHEESE, FETA",Matching,lamb,,,
"CHEESE, FETA",Matching,lemon,,Citrus,
"CHEESE, FETA",Matching,"meats, grilled",,,
"CHEESE, FETA",Matching,mint,,,
"CHEESE, FETA",Matching,olive oil,,Olive oil,
"CHEESE, FETA",Matching,"olives: black, Greek",,,
"CHEESE, FETA",Matching,"onions, red",,,
"CHEESE, FETA",Matching,pasta,,,
"CHEESE, FETA",Matching,"pepper, black",,,
"CHEESE, FETA",Matching,sage,,,
"CHEESE, FETA",Matching,salads,,,
"CHEESE, FETA",Matching,sauces,,,
"CHEESE, FETA",Matching,shrimp,,,
"CHEESE, FETA",Matching,spinach,,,
"CHEESE, FETA",Matching,thyme,,,
"CHEESE, FETA",Matching,"vinegar, red wine",,Vinegar,
"CHEESE, FETA",Matching,walnuts,,,
"CHEESE, FETA",Matching,watermelon,,,
"CHEESE, FETA",Matching,zucchini,,,
"CHEESE, FETA",Flavor Affinities,feta cheese + chicken + mint,,,
"CHEESE, FETA",Flavor Affinities,feta cheese + roasted red bell peppers + mint,,,
"CHEESE, FETA",Flavor Affinities,feta cheese + salad greens + mint,,,
"CHEESE, FONTINA",Matching,chutney,,,
"CHEESE, FONTINA",Matching,endive,,,
"CHEESE, FONTINA",Matching,fondue,,,
"CHEESE, FONTINA",Matching,"fruit, fresh",,,
"CHEESE, FONTINA",Matching,grapes,,,
"CHEESE, FONTINA",Matching,mostarda (mustard fruits),,,
"CHEESE, FONTINA",Matching,pears,,,
"CHEESE, FONTINA",Matching,plums,,,
"CHEESE, FONTINA",Matching,salads,,,
"CHEESE, FONTINA",Matching,sandwiches,,,
"CHEESE, FONTINA",Matching,walnuts,,,
"CHEESE, FROAAAGE BLANC",Matching,"cranberries, sweetened",,,
"CHEESE, FROAAAGE BLANC",Matching,figs,,,
"CHEESE, GARROTXA",Matching,figs,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,almonds,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,honey,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,nuts,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,"oil, walnut",,oil,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,olive oil,,Olive oil,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,olives,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,"pepper, black",,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,pomegranate,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Matching,thyme,,,
"CHEESE, GOAT'S MILK — IN GENERAL",Coment,"I enjoy the combination ofcherries with Lancashire [a premier English cow's milk cheese]. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, GOAT'S MILK — IN GENERAL",Dishes,"Goat Cheese Tortelloni with Dried Orange and Wild Fennel Pollen — Mario Batali, Babbo (New York City)",,Citrus,ORANGE
"CHEESE, GOAT'S MILK — IN GENERAL",Dishes,"Rich Goat’s Milk Cheesecake with Blossom Honey Ice Cream, Fuyu Persimmons, and Huckleberries — Elizabeth Dahl, pastry chef, Naha (Chicago)",,,
"CHEESE, GOAT'S MILK — IN GENERAL",Dishes,"Mixed Green Salad with Coach Farm’s Triple Creme Goat Cheese, Toasted Pumpkin Seeds, and Apple Cider Vinegar — Gabriel Kreuther, The Modem (New York City)",,,
"CHEESE, GOAT'S MILK — IN GENERAL",Dishes,"Goat Cheese Salad: Braised Fennel, Toasted Hazelnuts, Orange, and Extra-Virgin Olive Oil — Alfred Portale, Gotham Bar and Grill (New York City)",,Citrus,ORANGE
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,almonds,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"apples, esp. green",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"apricots, esp. dried",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,basil,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,beets,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"bell peppers: green, esp. red",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,blackberries,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"bread, esp. French or with nuts, olives, and/or raisins, whole",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,wheat,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,broccoli,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,butter,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,cauliflower,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"cheese: Parmesan, ricotta",,Cheese,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"cherries, sour or sweet",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,chervil,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,chives,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,cinnamon,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"cranberries, esp. dried",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,cream,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,dates,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,eggs,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,fennel,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,fennel seeds,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,figs,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,garlic,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,grapes,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"greens, salad, esp. arugula",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,herbs,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,honey,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"LEMON, juice",,Citrus,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,milk,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,mint,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,nutmeg,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,nuts,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"oil, sesame",,oil,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,olive oil,,Olive oil,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,olives,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"onions, esp. green, Spanish, or Vidalia",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"orange: juice, zest",,Citrus,ORANGE
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"parsley, flat-leaf",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,pasta,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"pears: dried, fresh",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,pecans,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"pepper: black, white",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,pesto,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,pine nuts,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,pistachios,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,port,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,potatoes,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,raspberries,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,red pepper flakes,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,rosemary,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"rum, esp. light",,RUM,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,sage,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,salami,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"salt, sea",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,shallots,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,sour cream,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,star anise,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,strawberries,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"sugar brown, white",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,thyme,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"vegetables, raw",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"vinegar, cider",,Vinegar,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,tarragon,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,thyme,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,tomatoes and tomato jam,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,vanilla,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,"vinegar: balsamic, sherry",,Vinegar,
"CHEESE, GOAT — FRESH (e.g., chevre)",Matching,walnuts,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Flavor Affinities,goat cheese + almonds + honey + pears,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Flavor Affinities,goat cheese + cherries + thyme,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Flavor Affinities,goat cheese + fennel seeds + orange zest + pasta,,Citrus,ORANGE
"CHEESE, GOAT — FRESH (e.g., chevre)",Flavor Affinities,goat cheese + honey + persimmons,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Flavor Affinities,goat cheese + pancetta + shallots,,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Coment,"Some enjoy the combination of chocolate and cheese. Ifthe idea intrigues you, I recommend trying a good dark chocolate with an aged Alpine cheese [a style native to the French and Swiss Alps, ofwhich Gruyere is one ofthe most famous], such as Hoch Ybrig, Appenzeller, or Prattigauer. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Coment,"Swiss mountain cheeses [e.g., Appenzeller, Comte, Gruyere] are a cheese snob’s Holy Grail of cheeses. Their “cooked milk” character makes them great with dark, cooked fruit preserves such as fig preserves. They also go well with oloroso sherry, which has its own dark, cooked fruit flavors. — ADRIAN MURCIA, CHANTERELLE (NEW YORK CITY)",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Coment,"I enjoy pomegranate with my Ibores [a Spanish goafs milk cheese]. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Coment,"I wall pair thyme with goat cheese and cherries. — MICHAEL LAISKONIS, LE BERNARDIN (NEW YORK CITY)",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Coment,"Ifyou are going to make a dessert with cheese, you want it to be a softer cheese. I make a goat cheese cake with berries and for that I use a milder goat cheese. Goat cheese and lemon work really well together, because the acidity ofthe lemon juice cuts the fat ofthe goat cheese. — EMILY LUCHETTI, FARALLON (SAN FRANCISCO)",,Citrus,
"CHEESE, GOAT — FRESH (e.g., chevre)",Coment,"I like strawberries with my Loire Valley chevres. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, GOAT — FRESH (e.g., chevre)",Dishes,"Almond-Infused Goat’s Milk Cheesecake — Carrie Nahabedian, Naha (Chicago)",,,
