Ingredients,DATA
CUBAN CUISINE,watercress
CUCUMBERS,allspice
CUCUMBERS,"bell peppers, esp. green"
CUCUMBERS,basil
CUCUMBERS,butter
CUCUMBERS,buttermilk
CUCUMBERS,caraway seeds
CUCUMBERS,cayenne
CUCUMBERS,celery and celery seeds
CUCUMBERS,"cheese: blue, feta"
CUCUMBERS,chervil
CUCUMBERS,"chile peppers: fresh green, jalapeno"
CUCUMBERS,chives
CUCUMBERS,cilantro
CUCUMBERS,coconut milk
CUCUMBERS,coriander
CUCUMBERS,cream
CUCUMBERS,cream cheese
CUCUMBERS,creme fraiche
CUCUMBERS,cumin
CUCUMBERS,DILL
CUCUMBERS,fish
CUCUMBERS,"fish sauce, Thai or other Asian"
CUCUMBERS,fnsee
CUCUMBERS,garam masala
CUCUMBERS,GARLIC
CUCUMBERS,gin
CUCUMBERS,Greek cuisine
CUCUMBERS,horseradish
CUCUMBERS,Japanese cuisine
CUCUMBERS,jicama
CUCUMBERS,lemon balm
CUCUMBERS,"lemon, juice"
CUCUMBERS,"lime, juice"
CUCUMBERS,"melon, esp. honeydew"
CUCUMBERS,"MINT (e.g., Indian cuisine)"
CUCUMBERS,"mustard, Dijon"
CUCUMBERS,"oil: sesame, vegetable"
CUCUMBERS,olive oil
CUCUMBERS,"ONIONS, esp. green or red"
CUCUMBERS,oregano
CUCUMBERS,"parsley, flat-leaf"
CUCUMBERS,peanuts
CUCUMBERS,"pepper: black, white"
CUCUMBERS,pineapple
CUCUMBERS,romaine
CUCUMBERS,red pepper flakes
CUCUMBERS,salads
CUCUMBERS,salmon
CUCUMBERS,"salt: kosher, sea"
CUCUMBERS,scallions
CUCUMBERS,scallops
CUCUMBERS,sesame seeds
CUCUMBERS,shallots
CUCUMBERS,shrimp
CUCUMBERS,smoked salmon
CUCUMBERS,"soups, chilled (e.g., gazpacho)"
CUCUMBERS,sour cream
CUCUMBERS,soy sauce
CUCUMBERS,sprouts
CUCUMBERS,sugar (pinch)
CUCUMBERS,Tabasco sauce
CUCUMBERS,tamari
CUCUMBERS,tarragon
CUCUMBERS,tea sandwiches
CUCUMBERS,thyme
CUCUMBERS,tomatoes
CUCUMBERS,Vietnamese cuisine
CUCUMBERS,vinaigrettes
CUCUMBERS,"VINEGAR: balsamic, champagne,"
CUCUMBERS,"cider, red wine, rice wine, sherry, tarragon, white wine"
CUCUMBERS,vodka
CUCUMBERS,watercress
CUCUMBERS,"wine, white"
CUCUMBERS,"YOGURT (e.g., Indian cuisine)"
CUMIN,allspice
CUMIN,anise
CUMIN,apples
CUMIN,"baked goods (e.g., breads)"
CUMIN,bay leaf
CUMIN,"beans, esp. black or kidney"
CUMIN,beef
CUMIN,beets
CUMIN,"bread (e.g., rye)"
CUMIN,cabbage
CUMIN,caramel
CUMIN,cardamom
CUMIN,carrots
CUMIN,cayenne
CUMIN,"cheese: esp. aged, feta, Muenster"
CUMIN,chicken
CUMIN,chickpeas
CUMIN,chile peppers
CUMIN,chili
CUMIN,chili powder
CUMIN,cinnamon
CUMIN,cloves
CUMIN,coriander
CUMIN,couscous
CUMIN,curries
CUMIN,curry leaves
CUMIN,eggplant
CUMIN,eggs
CUMIN,fennel
CUMIN,fennel seeds
CUMIN,fenugreek seeds
CUMIN,fish
CUMIN,"fruits, dried"
CUMIN,garam masala (key ingredient)
CUMIN,garlic
CUMIN,ginger
CUMIN,harissa
CUMIN,honey
CUMIN,hummus (key ingredient)
CUMIN,Indian cuisine
CUMIN,Indonesian cuisine
CUMIN,"lamb, esp. grilled"
CUMIN,LENTILS
CUMIN,mace
CUMIN,"meats, esp. stronger-flavored, and esp. grilled"
CUMIN,MEXICAN CUISINE
CUMIN,"mint, dried"
CUMIN,Moroccan cuisine
CUMIN,"mustard and mustard seeds (e.g., Indian cuisine)"
CUMIN,nutmeg
CUMIN,onions
CUMIN,orange
CUMIN,oregano
CUMIN,paprika
CUMIN,peas
CUMIN,pepper
CUMIN,pork
CUMIN,Portuguese cuisine
CUMIN,potatoes
CUMIN,rice
CUMIN,saffron
CUMIN,"salads, esp. pasta, tomato"
CUMIN,salmon
CUMIN,"sauces (e.g., mole)"
CUMIN,sauerkraut
CUMIN,sausages
CUMIN,shellfish
CUMIN,"soups (e.g., black bean)"
CUMIN,Spanish cuisine
CUMIN,squash
CUMIN,stews
CUMIN,"sugar, palm"
CUMIN,Tabasco sauce
CUMIN,tahini
CUMIN,tamarind
CUMIN,tequila
CUMIN,Tex-Mex cuisine
CUMIN,Thai cuisine
CUMIN,thyme
CUMIN,tomatoes
CUMIN,tuna
CUMIN,turmeric
CUMIN,"vegetables, esp. summer"
CUMIN,Vietnamese cuisine
CUMIN,yogurt
CURRY LEAVES,allspice
CURRY LEAVES,Asian cuisines
CURRY LEAVES,"bread, esp. Indian (e.g., naan)"
CURRY LEAVES,cardamom
CURRY LEAVES,chile peppers
CURRY LEAVES,cilantro
CURRY LEAVES,cinnamon
CURRY LEAVES,cloves
CURRY LEAVES,coconut
CURRY LEAVES,coriander
CURRY LEAVES,cumin
CURRY LEAVES,"curries, esp. Indian"
CURRY LEAVES,fennel seeds
CURRY LEAVES,fenugreek seeds
CURRY LEAVES,fish
CURRY LEAVES,garlic
CURRY LEAVES,ginger
CURRY LEAVES,Indian cuisine
CURRY LEAVES,lamb
CURRY LEAVES,lentils
CURRY LEAVES,mustard seeds
CURRY LEAVES,paprika
CURRY LEAVES,peas
CURRY LEAVES,pepper
CURRY LEAVES,rice
CURRY LEAVES,shellfish
CURRY LEAVES,soups
CURRY LEAVES,stir-fried dishes
CURRY LEAVES,stocks
CURRY LEAVES,tamarind
CURRY LEAVES,turmeric
CURRY LEAVES,vegetables
CURRY POWDER AND SAUCES,beef
CURRY POWDER AND SAUCES,butter
CURRY POWDER AND SAUCES,cardamom
CURRY POWDER AND SAUCES,cashews
CURRY POWDER AND SAUCES,cayenne
CURRY POWDER AND SAUCES,cheese
CURRY POWDER AND SAUCES,chicken
CURRY POWDER AND SAUCES,"chile peppers, red"
CURRY POWDER AND SAUCES,cilantro
CURRY POWDER AND SAUCES,cinnamon
CURRY POWDER AND SAUCES,cloves
CURRY POWDER AND SAUCES,coconut
CURRY POWDER AND SAUCES,coriander
CURRY POWDER AND SAUCES,cream
CURRY POWDER AND SAUCES,creme fraiche
CURRY POWDER AND SAUCES,cumin
CURRY POWDER AND SAUCES,dill
CURRY POWDER AND SAUCES,eggs and egg salad
CURRY POWDER AND SAUCES,fennel
CURRY POWDER AND SAUCES,fish
CURRY POWDER AND SAUCES,garlic
CURRY POWDER AND SAUCES,ginger
CURRY POWDER AND SAUCES,Indian cuisine
CURRY POWDER AND SAUCES,"lemon, zest"
CURRY POWDER AND SAUCES,lemongrass
CURRY POWDER AND SAUCES,"lime, juice"
CURRY POWDER AND SAUCES,mace
CURRY POWDER AND SAUCES,mayonnaise
CURRY POWDER AND SAUCES,mushrooms
CURRY POWDER AND SAUCES,nutmeg
CURRY POWDER AND SAUCES,"oil, vegetable"
CURRY POWDER AND SAUCES,onions
CURRY POWDER AND SAUCES,paprika
CURRY POWDER AND SAUCES,"pepper black, red"
CURRY POWDER AND SAUCES,potatoes
CURRY POWDER AND SAUCES,saffron
CURRY POWDER AND SAUCES,"salads (e.g., chicken, egg, potato)"
CURRY POWDER AND SAUCES,"salt, kosher"
CURRY POWDER AND SAUCES,sauces
CURRY POWDER AND SAUCES,shellfish
CURRY POWDER AND SAUCES,"soups, esp. fish, pea"
CURRY POWDER AND SAUCES,star anise
CURRY POWDER AND SAUCES,"stews, meat"
CURRY POWDER AND SAUCES,"stocks: chicken, fish"
CURRY POWDER AND SAUCES,tamarind
CURRY POWDER AND SAUCES,Thai cuisine
CURRY POWDER AND SAUCES,tomatoes
CURRY POWDER AND SAUCES,tuna
CURRY POWDER AND SAUCES,turmeric
CURRY POWDER AND SAUCES,vegetables
CURRY POWDER AND SAUCES,zucchini
CURRY POWDER AND SAUCES,raspberries
CURRY POWDER AND SAUCES,rhubarb
CURRY POWDER AND SAUCES,strawberries
CURRY POWDER AND SAUCES,sweet potatoes
CURRY POWDER AND SAUCES,thyme
CURRY POWDER AND SAUCES,vanilla
CURRY POWDER AND SAUCES,walnuts
CURRY POWDER AND SAUCES,"wine, sweet"
DAIKON,basil
DAIKON,beef
DAIKON,beets
DAIKON,butter
DAIKON,cabbage
DAIKON,carrots
DAIKON,celery root
DAIKON,"cheese, feta"
DAIKON,chives
DAIKON,cream
DAIKON,cream cheese
DAIKON,cucumbers
DAIKON,curry powder
DAIKON,dill
DAIKON,duck
DAIKON,fish
DAIKON,ginger
DAIKON,honey
DAIKON,"lemon, juice"
DAIKON,lovage
DAIKON,marjoram
DAIKON,mint. miso
DAIKON,"oil, sesame"
DAIKON,"onions, esp. green"
DAIKON,"orange, juice"
DAIKON,oregano
DAIKON,parsley
DAIKON,pork
DAIKON,salmon
DAIKON,scallions
DAIKON,soups
DAIKON,sour cream
DAIKON,soy sauce
DAIKON,sugar
DAIKON,sugar snap peas
DAIKON,tamari
DAIKON,thyme
DAIKON,tuna
DAIKON,vinegar
DATES,almonds
DATES,apples
DATES,apricots
DATES,Armagnac
DATES,bacon
DATES,bananas
DATES,brandy
DATES,"butter, unsalted"
DATES,buttermilk
DATES,cakes
DATES,caramel
DATES,"CHEESE, esp. Brie, Explorateur, Parmesan, pecorino, ricotta,Roquefort"
DATES,"cherries, dried"
DATES,chicken
DATES,chives
DATES,"chocolate, esp. dark or white"
DATES,cinnamon
DATES,coconut
DATES,coffee
DATES,couscous
DATES,"cranberries, dried"
DATES,cream and ice cream
DATES,cream cheese
DATES,creme fraiche
DATES,currants
DATES,desserts
DATES,figs
DATES,ginger
DATES,hazelnuts
DATES,honey
DATES,lamb
DATES,lemon
DATES,lime
DATES,macadamia nuts
DATES,maple syrup
DATES,mascarpone
DATES,Middle Eastern cuisine
DATES,Moroccan cuisine
DATES,nuts
DATES,oats
DATES,orange blossom water
DATES,"ORANGE: juice, zest"
DATES,pecans
DATES,"pepper, black"
DATES,pistachios
DATES,prunes
DATES,quince
DATES,raisins
DATES,rosemary
DATES,rum
DATES,"sugar: brown, white"
DATES,thyme
DATES,vanilla
DATES,walnuts
DATES,"wine: red, sweet"
DILL,asparagus
DILL,avocados
DILL,basil
DILL,"beans, esp. fava or green"
DILL,beef
DILL,beets
DILL,"breads, esp. rye"
DILL,broccoli
DILL,cabbage
DILL,capers
DILL,carrots
DILL,cauliflower
DILL,celery root
DILL,"cheese: cheddar, cottage, goat, soft"
DILL,chicken
DILL,chives
DILL,cilantro
DILL,coriander
DILL,com
DILL,crayfish
DILL,cream cheese
DILL,cream sauces
DILL,creme fraiche
DILL,CUCUMBERS
DILL,eggplant
DILL,"EGGS AND EGG DISHES(e.g., omelets)"
DILL,European cuisines
DILL,"FISH, esp. whole"
DILL,garlic
DILL,German cuisine
DILL,Greek cuisine
DILL,green beans
DILL,halibut
DILL,horseradish
DILL,lemon balm
DILL,lemon thyme
DILL,lovage
DILL,"meats, e.g., lamb"
DILL,Mediterranean cuisine
DILL,Middle Eastern cuisine
DILL,mint
DILL,mushrooms
DILL,mustard
DILL,North American cuisine
DILL,onions
DILL,paprika
DILL,parsley
DILL,parsnips
DILL,peas
DILL,PICKLES (key ingredient)
DILL,POTATOES AND POTATO SALAD
DILL,poultry
DILL,"rice, esp. pilaf"
DILL,Russian cuisine
DILL,salads and salad dressings
DILL,salmon
DILL,"salmon, cured (key ingredient)"
DILL,"salmon, smoked"
DILL,sauces
DILL,scallops
DILL,Scandinavian cuisine
DILL,shellfish
DILL,shrimp
DILL,sole
DILL,"soups, esp. potato"
DILL,sour cream and sour cream sauces
DILL,spinach
DILL,squash
DILL,trout
DILL,
DILL,Turkish cuisine
DILL,veal
DILL,vegetables
DILL,YOGURT AND YOGURT SAUCES
DILL,zucchini
DUCK,allspice
DUCK,"APPLES, esp. Granny Smith"
DUCK,apricots (sauce)
DUCK,artichokes
DUCK,arugula
DUCK,bacon
DUCK,basil
DUCK,bay leaf
DUCK,"beans, fava"
DUCK,blueberries
DUCK,bok choy
DUCK,"butter, unsalted"
DUCK,"cabbage: green, red"
DUCK,caraway seeds
DUCK,cardamom
DUCK,carrots
DUCK,celery
DUCK,celery root
DUCK,"cheese: Asiago, Parmesan, pecorino, ricotta"
DUCK,"CHERRIES: regular, sun-dried"
DUCK,chervil
DUCK,chestnuts
DUCK,chicory
DUCK,"chile peppers: ancho, jalapeno"
DUCK,chili paste
DUCK,Chinese cuisine
DUCK,chives
DUCK,chocolate / cocoa
DUCK,cilantro
DUCK,cinnamon
DUCK,citrus fruit
DUCK,cloves
DUCK,coconut milk
DUCK,coriander
DUCK,cucumbers
DUCK,cumin
DUCK,"currants, black or red: fruit, preserves"
DUCK,"curry paste, esp. Thai green, or curry powder, esp. Madras"
DUCK,dates
DUCK,duck fat
DUCK,farro
DUCK,fennel
DUCK,fennel seeds
DUCK,figs
DUCK,"fish sauce, Thai"
DUCK,five-spice powder
DUCK,foie gras
DUCK,GARLIC
DUCK,GINGER
DUCK,hoisin sauce
DUCK,"honey, esp. lavender"
DUCK,horseradish
DUCK,huckleberries
DUCK,juniper berries
DUCK,kaffir lime leaves
DUCK,kumquats
DUCK,lavender
DUCK,leeks
DUCK,"LEMON, JUICE, preserved"
DUCK,lemongrass
DUCK,lentils
DUCK,"lime, juice"
DUCK,"liqueur, orange (e.g., Grand Marnier), peach"
DUCK,mangoes
DUCK,marjoram
DUCK,Mediterranean cuisine
DUCK,mint
DUCK,mirepoix
DUCK,morels
DUCK,"MUSHROOMS, ESP. WILD (esp. porcini or shiitake)"
DUCK,"mustard, Dijon"
DUCK,nutmeg
DUCK,"nuts, macadamia"
DUCK,"OIL: canola, grapeseed, peanut, sesame, vegetable"
DUCK,olive oil
DUCK,"olives, esp. green"
DUCK,"ONIONS, esp. green, sweet"
DUCK,"ORANGE: juice, zest"
DUCK,pancetta
DUCK,"parsley, flat-leaf"
DUCK,pasta
DUCK,peaches
DUCK,pears
DUCK,peas
DUCK,"PEPPER: black, green, pink, white"
DUCK,"plums: fruit, sauce"
DUCK,pomegranates
DUCK,poppy seeds
DUCK,port
DUCK,potatoes
DUCK,prunes
DUCK,raspberries
DUCK,red pepper flakes
DUCK,"rice, esp. basmati, wild"
DUCK,risotto
DUCK,rosemary
DUCK,sage
DUCK,sake
DUCK,"SALT: Jleur de sei, kosher, sea"
DUCK,sauerkraut
DUCK,scallions
DUCK,"sesame seeds: black, white"
DUCK,shallots
DUCK,sherry
DUCK,SOY SAUCE
DUCK,spinach
DUCK,"squash, butternut"
DUCK,star anise
DUCK,"STOCKS: chicken, duck, game, meat, turkey"
DUCK,stuffing
DUCK,"SUGAR: brown, white"
DUCK,sweet potatoes
DUCK,Tabasco sauce
DUCK,tamarind
DUCK,"tarragon, fresh"
DUCK,teriyaki sauce
DUCK,Thai cuisine
DUCK,"thyme, fresh"
DUCK,"tomatoes: paste, puree, raw"
DUCK,turmeric
DUCK,TURNIPS
DUCK,"vegetables, root"
DUCK,verjus
DUCK,vermouth
DUCK,"VINEGAR: balsamic, champagne, raspberry, red wine, rice wine, sherry, white"
DUCK,water chestnuts
DUCK,watercress
DUCK,"WINE, dry red (e.g., Cabernet Sauvignon, Merlot), dry white (e.g., Riesling), port, rice, sweet (Madeira, Muscat)"
DUCK,duck + almonds + apricots
DUCK CONFIT,beets
DUCK CONFIT,"cheese, Roquefort"
DUCK CONFIT,frisee
DUCK CONFIT,garlic
DUCK CONFIT,"lentils, green"
DUCK CONFIT,"mushrooms, wild"
DUCK CONFIT,"mustard, Dijon"
DUCK CONFIT,"oil: hazelnut, walnut"
DUCK CONFIT,onions
DUCK CONFIT,"parsley, flat-leaf"
DUCK CONFIT,"pepper, white"
DUCK CONFIT,salt
DUCK CONFIT,shallots
DUCK CONFIT,"stock, chicken"
DUCK CONFIT,"vinegar, red wine"
DUCK CONFIT,watercress
EASTERN EUROPEAN CUISINES,"allspice, esp. in desserts"
EASTERN EUROPEAN CUISINES,bacon
EASTERN EUROPEAN CUISINES,beef
EASTERN EUROPEAN CUISINES,beets
EASTERN EUROPEAN CUISINES,"bell peppers, green"
EASTERN EUROPEAN CUISINES,cabbage
EASTERN EUROPEAN CUISINES,caraway seeds
EASTERN EUROPEAN CUISINES,carrots
EASTERN EUROPEAN CUISINES,celery
EASTERN EUROPEAN CUISINES,celery root
EASTERN EUROPEAN CUISINES,chicken
EASTERN EUROPEAN CUISINES,"cinnamon, esp. in desserts"
EASTERN EUROPEAN CUISINES,"cloves, esp. in desserts"
EASTERN EUROPEAN CUISINES,cream
EASTERN EUROPEAN CUISINES,dill
EASTERN EUROPEAN CUISINES,game
EASTERN EUROPEAN CUISINES,garlic
EASTERN EUROPEAN CUISINES,"ginger, esp. in desserts"
EASTERN EUROPEAN CUISINES,juniper berries
EASTERN EUROPEAN CUISINES,lamb
EASTERN EUROPEAN CUISINES,marjoram
EASTERN EUROPEAN CUISINES,meats
EASTERN EUROPEAN CUISINES,mushrooms
EASTERN EUROPEAN CUISINES,mustard
EASTERN EUROPEAN CUISINES,noodles
EASTERN EUROPEAN CUISINES,offal
EASTERN EUROPEAN CUISINES,onions
EASTERN EUROPEAN CUISINES,paprika
EASTERN EUROPEAN CUISINES,"pepper, black"
EASTERN EUROPEAN CUISINES,potatoes
EASTERN EUROPEAN CUISINES,rice
EASTERN EUROPEAN CUISINES,sour cream
EASTERN EUROPEAN CUISINES,sugar
EASTERN EUROPEAN CUISINES,tomatoes
EASTERN EUROPEAN CUISINES,veal
EASTERN EUROPEAN CUISINES,"vegetables, root"
EASTERN EUROPEAN CUISINES,vinegar
EGGPLANT,allspice
EGGPLANT,anchovies
EGGPLANT,artichokes
EGGPLANT,basil
EGGPLANT,"bell peppers, esp. green, red"
EGGPLANT,bouquet garni
EGGPLANT,"bread, pita"
EGGPLANT,bread crumbs
EGGPLANT,"cabbage, green"
EGGPLANT,capers
EGGPLANT,cashews
EGGPLANT,cayenne
EGGPLANT,"CHEESE: Emmental, feta, goat, Gruyere, mozzarella, Parmesan, ricotta, ricotta salata, Romano, Swiss"
EGGPLANT,chickpeas
EGGPLANT,"chile peppers, esp. fresh green"
EGGPLANT,chili powder
EGGPLANT,Chinese cuisine
EGGPLANT,chives
EGGPLANT,cilantro
EGGPLANT,cinnamon
EGGPLANT,coconut milk
EGGPLANT,coriander
EGGPLANT,cumin
EGGPLANT,curry
EGGPLANT,dips
EGGPLANT,Eastern Mediterranean cuisine
EGGPLANT,fennel
EGGPLANT,fennel seeds
EGGPLANT,"French cuisine, esp. Provencal"
EGGPLANT,garam masala
EGGPLANT,GARLIC
EGGPLANT,ginger
EGGPLANT,honey
EGGPLANT,Indian cuisine
EGGPLANT,Italian cuisine
EGGPLANT,Japanese cuisine
EGGPLANT,Korean cuisine
EGGPLANT,lamb
EGGPLANT,"LEMON, juice"
EGGPLANT,lentils
EGGPLANT,Middle Eastern cuisine
EGGPLANT,mint
EGGPLANT,miso
EGGPLANT,"mushrooms, esp. button, shiitake"
EGGPLANT,"mustard, Dijon"
EGGPLANT,"oil: peanut, sesame"
EGGPLANT,OLIVE OIL
EGGPLANT,"olives: black, green"
EGGPLANT,"ONIONS, esp. red, Spanish, yellow"
EGGPLANT,oregano
EGGPLANT,paprika (garnish)
EGGPLANT,"PARSLEY, FLAT-LEAF"
EGGPLANT,pasta
EGGPLANT,"PEPPER: BLACK, WHITE"
EGGPLANT,"peppers, piquillo (e.g., Spanish cuisine)"
EGGPLANT,pine nuts
EGGPLANT,pomegranate
EGGPLANT,prosciutto
EGGPLANT,red pepper flakes
EGGPLANT,rice
EGGPLANT,rosemary
EGGPLANT,saffron
EGGPLANT,sage
EGGPLANT,"SALT: kosher, sea"
EGGPLANT,sausage
EGGPLANT,savory
EGGPLANT,scallions
EGGPLANT,"sesame: oil, seeds"
EGGPLANT,shallots
EGGPLANT,soy sauce
EGGPLANT,"squash, yellow or other summer"
EGGPLANT,"stock, chicken"
EGGPLANT,sugar
EGGPLANT,tahini
EGGPLANT,tamari
EGGPLANT,thyme
EGGPLANT,"TOMATOES, tomato juice, tomato sauce"
EGGPLANT,"VINEGAR: balsamic, champagne, red wine, rice wine, sherry"
EGGPLANT,walnuts
EGGPLANT,yogurt
EGGPLANT,zucchin
EGGS AND EGGBASED DISHES — IN GENERAL,asparagus
EGGS AND EGGBASED DISHES — IN GENERAL,bacon and pancetta
EGGS AND EGGBASED DISHES — IN GENERAL,basil
EGGS AND EGGBASED DISHES — IN GENERAL,"bell peppers, esp. green"
EGGS AND EGGBASED DISHES — IN GENERAL,bread
EGGS AND EGGBASED DISHES — IN GENERAL,butter
EGGS AND EGGBASED DISHES — IN GENERAL,capers
EGGS AND EGGBASED DISHES — IN GENERAL,caviar
EGGS AND EGGBASED DISHES — IN GENERAL,"cheeses: Comte, Emmental, feta, Gruyere, Havarti, mozzarella, Parmesan, Roquefort"
EGGS AND EGGBASED DISHES — IN GENERAL,chervil
EGGS AND EGGBASED DISHES — IN GENERAL,chives
EGGS AND EGGBASED DISHES — IN GENERAL,chorizo
EGGS AND EGGBASED DISHES — IN GENERAL,cream
EGGS AND EGGBASED DISHES — IN GENERAL,cream cheese
EGGS AND EGGBASED DISHES — IN GENERAL,creme fraiche
EGGS AND EGGBASED DISHES — IN GENERAL,dill
EGGS AND EGGBASED DISHES — IN GENERAL,garlic
EGGS AND EGGBASED DISHES — IN GENERAL,ginkgo nuts
EGGS AND EGGBASED DISHES — IN GENERAL,"ham: Serrano, Virginia"
EGGS AND EGGBASED DISHES — IN GENERAL,"herbs, esp. fines herbes (i.e., chervil, chives, parsley, tarragon)"
EGGS AND EGGBASED DISHES — IN GENERAL,leeks
EGGS AND EGGBASED DISHES — IN GENERAL,marjoram
EGGS AND EGGBASED DISHES — IN GENERAL,mushrooms
EGGS AND EGGBASED DISHES — IN GENERAL,olive oil
EGGS AND EGGBASED DISHES — IN GENERAL,onions
EGGS AND EGGBASED DISHES — IN GENERAL,"parsley, flat-leaf"
EGGS AND EGGBASED DISHES — IN GENERAL,"pepper: black, white"
EGGS AND EGGBASED DISHES — IN GENERAL,potatoes
EGGS AND EGGBASED DISHES — IN GENERAL,"salmon, smoked"
EGGS AND EGGBASED DISHES — IN GENERAL,"salt: kosher, sea"
EGGS AND EGGBASED DISHES — IN GENERAL,sausage
EGGS AND EGGBASED DISHES — IN GENERAL,scallions
EGGS AND EGGBASED DISHES — IN GENERAL,shallots
EGGS AND EGGBASED DISHES — IN GENERAL,sorrel
EGGS AND EGGBASED DISHES — IN GENERAL,spinach
EGGS AND EGGBASED DISHES — IN GENERAL,tarragon
EGGS AND EGGBASED DISHES — IN GENERAL,thyme
EGGS AND EGGBASED DISHES — IN GENERAL,tomatoes
EGGS AND EGGBASED DISHES — IN GENERAL,truffles
"EGGS, FRITTATA",anchovies
"EGGS, FRITTATA",artichokes
"EGGS, FRITTATA",arugula
"EGGS, FRITTATA",asparagus
"EGGS, FRITTATA",bacon and pancetta
"EGGS, FRITTATA",basil
"EGGS, FRITTATA",bell peppers
"EGGS, FRITTATA","cheese: feta, Gruyere, Havarti, mozzarella, Parmesan"
"EGGS, FRITTATA",chives
"EGGS, FRITTATA",herbs
"EGGS, FRITTATA",Italian cuisine
"EGGS, FRITTATA",mushrooms
"EGGS, FRITTATA",olives
"EGGS, FRITTATA",onions
"EGGS, FRITTATA","pepper, black"
"EGGS, FRITTATA","salt, esp. kosher"
"EGGS, FRITTATA",sausage
"EGGS, FRITTATA",shallots
"EGGS, FRITTATA",thyme
"EGGS, FRITTATA",tomatoes
"EGGS, FRITTATA",zucchini
"EGGS, HARD-BOILED",almonds
"EGGS, HARD-BOILED",basil
"EGGS, HARD-BOILED","butter, unsalted"
"EGGS, HARD-BOILED",cayenne
"EGGS, HARD-BOILED","chile peppers, jalapeno"
"EGGS, HARD-BOILED",chives
"EGGS, HARD-BOILED",cilantro
"EGGS, HARD-BOILED",cream
"EGGS, HARD-BOILED",curry
"EGGS, HARD-BOILED",dill
"EGGS, HARD-BOILED",garlic
"EGGS, HARD-BOILED","ginger, pickled"
"EGGS, HARD-BOILED",leeks
"EGGS, HARD-BOILED",mayonnaise
"EGGS, HARD-BOILED",mint
"EGGS, HARD-BOILED","mustard: Dijon, dry"
"EGGS, HARD-BOILED",olive oil
"EGGS, HARD-BOILED",paprika
"EGGS, HARD-BOILED","parsley, flat-leaf"
"EGGS, HARD-BOILED","pepper, black"
"EGGS, HARD-BOILED",salmon
"EGGS, HARD-BOILED","salt, kosher"
"EGGS, HARD-BOILED","sauce, bechamel"
"EGGS, HARD-BOILED",scallions
"EGGS, HARD-BOILED",shallots
"EGGS, HARD-BOILED",sour cream
"EGGS, HARD-BOILED",Tabasco sauce
"EGGS, HARD-BOILED",tarragon
"EGGS, HARD-BOILED",tomatoes
ENDIVE,almonds
ENDIVE,anchovies
ENDIVE,apples
ENDIVE,arugula
ENDIVE,avocado
ENDIVE,bacon and pancetta
ENDIVE,basil
ENDIVE,bay leaf
ENDIVE,beets
ENDIVE,"butter, unsalted"
ENDIVE,capers
ENDIVE,"cardamom, green"
ENDIVE,celery
ENDIVE,"CHEESE: Asiago, blue, goat, Gorgonzola, Gruyere, herb, Parmesan, Roquefort"
ENDIVE,chervil
ENDIVE,chicken
ENDIVE,chives
ENDIVE,cinnamon
ENDIVE,coriander
ENDIVE,crab
ENDIVE,cream
ENDIVE,cream cheese
ENDIVE,creme fraiche
ENDIVE,cumin
ENDIVE,fennel seeds
ENDIVE,fenugreek
ENDIVE,French cuisine
ENDIVE,frisee
ENDIVE,game
ENDIVE,garlic
ENDIVE,ginger
ENDIVE,grapefruit
ENDIVE,honey
ENDIVE,horseradish
ENDIVE,leeks
ENDIVE,"lemon, juice"
ENDIVE,mayonnaise
ENDIVE,mushrooms
ENDIVE,"mustard: Dijon, dry, whole grain"
ENDIVE,mustard seeds
ENDIVE,"OIL: grapeseed, peanut, safflower, vegetable"
ENDIVE,OLIVE OIL
ENDIVE,"olives, black"
ENDIVE,"orange: fruit, juice"
ENDIVE,"parsley, flat-leaf"
ENDIVE,peanuts
ENDIVE,pears
ENDIVE,pecans
ENDIVE,"pepper: black, white"
ENDIVE,nuts
ENDIVE,pistachios
ENDIVE,pomegranate
ENDIVE,radicchio
ENDIVE,red pepper flakes
ENDIVE,rosemary
ENDIVE,salads
ENDIVE,"salt: kosher, sea"
ENDIVE,seafood
ENDIVE,shallots
ENDIVE,shrimp
ENDIVE,"smoked fish, esp. salmon or trout"
ENDIVE,sour cream
ENDIVE,"stocks: chicken, fish, veal"
ENDIVE,"sugar brown, white"
ENDIVE,tarragon
ENDIVE,thyme
ENDIVE,tomatoes
ENDIVE,"vinaigrette, mustard"
ENDIVE,"VINEGAR: balsamic, raspberry, red wine, sherry"
ENDIVE,WALNUTS
ENDIVE,watercress
ENGLISH CUISINE,"cheese: Cheddar, Stilton"
ENGLISH CUISINE,cream
ENGLISH CUISINE,fish (and chips)
ENGLISH CUISINE,game
ENGLISH CUISINE,jams and preserves
ENGLISH CUISINE,lamb
ENGLISH CUISINE,mutton
ENGLISH CUISINE,oats
ENGLISH CUISINE,peas
ENGLISH CUISINE,"puddings (e.g., Yorkshire)"
ENGLISH CUISINE,roast beef
ENGLISH CUISINE,scones
ENGLISH CUISINE,tea
ENGLISH CUISINE,tea sandwiches
ENGLISH CUISINE,Worcestershire sauce
EPAZOTE,"beans, esp. black"
EPAZOTE,bell peppers
EPAZOTE,Caribbean cuisine
EPAZOTE,Central American cuisine
EPAZOTE,chile peppers
EPAZOTE,chorizo
EPAZOTE,cilantro
EPAZOTE,cloves
EPAZOTE,com
EPAZOTE,cumin
EPAZOTE,fish
EPAZOTE,garlic
EPAZOTE,goat
